acceptedTaxonKey,accepetedTaxonName,TropicosNameID,FullNameWithAuthors,taxonRank,id_name_APD,taxonid_IUCN,redlistCategory,redlistCriteria,yearPublished,EOO,AOO,elevation_upper,elevation_lower,assessmentDate,assessor,reviewer,populationTrend
3620,Letestua durissima,50094566,Letestua durissima (A. Chev.) Lecomte,Species,91777,61963483,LC,NA,2019,373285,116,NA,NA,25/06/2019,"Hills, R.","Wilkie, P. & Harris, D.",Unknown
3651,Librevillea klainei,13052071,Librevillea klainei (Pierre ex Harms) Hoyle,Species,70995,204809279,LC,,2022,246597,512,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
3652,Licania elaeosperma,7400006,Licania elaeosperma (Mildbr.) Prance & F. White,Species,7853,,,,,,,,,,,,
3671,Lijndenia barteri,20303139,Lijndenia barteri K. Bremer,Species,19131,204801627,LC,,2022,2204203,132,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
3672,Loesenera gabonensis,13052041,Loesenera gabonensis Pellegr.,Species,70241,174073688,VU,"B2ab(ii,iii,iv,v)",2021,26315.4,88,200,100,20/07/2020,"Simo-Droissart, M., Texier, N. & StÈvart, T.","Hills, R.",Decreasing
3679,Loesenera walkeri,13052042,Loesenera walkeri (A. Chev.) J. Léonard,Species,70244,174073709,VU,B1ab(iii)+2ab(iii),2021,3799.2,32,500,100,26/10/2020,"Simo-Droissart, M., Texier, N. & StÈvart, T.","Hills, R.",Unknown
3695,Lonchocarpus sericeus,13042863,Lonchocarpus sericeus (Poir.) Kunth ex DC.,Species,62841,144288489,LC,NA,2019,43524286.47,3912.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Oldfield, S.",Stable
3696,Lophira alata,22800469,Lophira alata Banks ex C.F. Gaertn.,Species,17944,33056,VU,A1cd,1998,NA,NA,NA,NA,01/01/1998,"African Regional Workshop (Conservation & Sustainable Management of Trees, Zimbabwe, July 1996)",0,NA
3702,Lovoa trichilioides,20400544,Lovoa trichilioides Harms,Species,57216,33057,LC,NA,2018,3404749,NA,1515,50,04/08/2017,"Barstow, M.","van der Burgt, X. & Onana, J.-M.",Unknown
3703,Lychnodiscus brevibracteatus,50110708,Lychnodiscus brevibracteatus Fouilloy,Species,91215,174427579,VU,B2ab(iii),2021,58752,24,300,100,16/06/2020,"Paradis, A.-H., Texier, N. & StÈvart, T.","Hills, R.",Unknown
3710,Lychnodiscus grandifolius,28601350,Lychnodiscus grandifolius Radlk.,Species,91210,,,,,,,,,,,,
3711,Macaranga assas,50197694,Macaranga assas Amougou,Species,107684,173440261,LC,NA,2021,660147,NA,475,360,02/11/2020,"Barber·, P. & StÈvart, T.","Bidault, E., Ikabanga, D.U., Lachenaud, O., Paradis, A.-H., Simo-Droissart, M. & Texier, N.",Unknown
6896,Macaranga barteri,12804194,Macaranga barteri Müll. Arg.,Species,107661,144271689,LC,NA,2019,4493031.82,588.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Oldfield, S.",Stable
3716,Macaranga longipetiolata,50252948,Macaranga longipetiolata De Wild.,Species,126829,198213289,VU,B2ab(iii),2021,58286,44,750,190,07/03/2021,"Barber·, P., Lachenaud, O. & StÈvart, T.","Texier, N., Ikabanga, D.U., Paradis, A.-H., Andriamahefarivo, L., Bouka, D.U.G. & Simo-Droissart, M.",Unknown
3717,Macaranga monandra,12804201,Macaranga monandra Müll. Arg.,Species,107674,144267061,LC,NA,2019,4189506.30,216.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Oldfield, S.",Stable
3730,Macaranga paxii,12800074,Macaranga paxii Prain,Species,107676,34774,VU,B1+2c,1998,NA,NA,NA,NA,01/01/1998,"Lovett, J. & Clarke, G.P.",0,NA
3731,Macaranga spinosa,12804206,Macaranga spinosa Müll. Arg.,Species,107681,144301689,LC,NA,2019,5016550.89,372.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Oldfield, S.",Stable
3732,Macaranga staudtii,12804207,Macaranga staudtii Pax,Species,107682,173442886,LC,NA,2021,868652,NA,450,10,06/03/2021,"Barber·, P., Lachenaud, O. & StÈvart, T.","Texier, N., Ikabanga, D.U., Paradis, A.-H., Andriamahefarivo, L., Bouka, D.U.G. & Simo-Droissart, M.",Unknown
3734,Maesobotrya barteri,12804212,Maesobotrya barteri (Baill.) Hutch.,Species,177484,136111642,LC,NA,2018,3480418.10,928.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Vroh, B.",Stable
3735,Maesobotrya barteri var. barteri,50059765,Maesobotrya barteri var. barteri ,Variety,,174410511,VU,B2ab(iii),2021,1123798.2,24,1000,0,11/01/2021,"Simo-Droissart, M., Texier, N. & StÈvart, T.","Hills, R.",Unknown
3736,Maesobotrya bertramiana,50065144,Maesobotrya bertramiana Büttner,Species,108066,204813879,LC,,2022,2360118,244,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
3737,Maesobotrya cordulata,12804213,Maesobotrya cordulata J. Léonard,Species,108069,204803455,LC,,2022,196775,140,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
3738,Maesobotrya floribunda,12804215,Maesobotrya floribunda Benth.,Species,108084,153942400,LC,NA,2019,2137715.27,188.00,1520,0,12/06/2018,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Timberlake, J.R.",Stable
3742,Maesobotrya griffoniana,12804218,Maesobotrya griffoniana (Baill.) Pierre ex Hutch.,Species,108075,204817467,LC,,2022,463395,464,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
3744,Maesobotrya klaineana,50186291,Maesobotrya klaineana (Pierre) J. Léonard,Species,108089,204810157,LC,,2022,1439604,1124,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
3745,Maesobotrya longipes,12804219,Maesobotrya longipes (Pax) Hutch.,Species,108090,204801749,LC,,2022,1425560,184,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
3746,Maesopsis eminii,27501023,Maesopsis eminii Engl.,Species,177395,49841506,LC,NA,2019,5682664.91,624.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Smith, P.",Stable
3749,Magnistipula bimarsupiata,7400331,Magnistipula bimarsupiata Letouzey,Species,7868,173412096,LC,,2022,63751,124,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
3750,Magnistipula butayei,7400332,Magnistipula butayei De Wild.,Species,177381,62827,LC,NA,2019,1876273,309.6,2550,100,16/01/2017,"Luke, W.R.Q., Kabuye, C., Gereau, R.E., Beentje, H.J., Nshutiyayesu, S. & Ntore, S.","Maunder, M.",Unknown
3751,Magnistipula butayei subsp. sargosii,7400334,Magnistipula butayei subsp. sargosii (Pellegr.) F. White,Subspecies,,34803,VU,B1+2c,1998,NA,NA,NA,NA,01/01/1998,"Hawthorne, W.",0,NA
3752,Magnistipula cuneatifolia,7400336,Magnistipula cuneatifolia Hauman,Species,7872,39509,EN,B2ab(iii),2015,89232,12,NA,NA,25/03/2011,"Cheek, M. & Prance, G.","Onana, J.-M.",Decreasing
3753,Magnistipula cupheiflora,7400337,Magnistipula cupheiflora Mildbr.,Species,177382,173411553,NT,NA,2021,1178931,56,700,50,21/12/2020,"Paradis, A.-H. & StÈvart, T.","Hills, R.",Decreasing
7143,Magnistipula cupheiflora subsp. cupheiflora,100218999,Magnistipula cupheiflora subsp. cupheiflora ,Subspecies,,173411634,VU,B2ab(iii),2021,86706,28,700,50,21/12/2020,"Paradis, A.-H. & StÈvart, T.","Hills, R.",Unknown
3755,Magnistipula devriesii,50116658,Magnistipula devriesii Breteler,Species,7893,173411652,CR,B2ab(iii),2021,NA,8,150,100,11/05/2020,"Paradis, A.-H., Bidault, E., Texier, N. & StÈvart, T.","Hills, R.",Unknown
3756,Magnistipula glaberrima,7400339,Magnistipula glaberrima Engl.,Species,7874,173412021,LC,NA,2021,189481,NA,900,30,28/12/2020,"Paradis, A.-H. & StÈvart, T.","Hills, R.",Unknown
3757,Magnistipula multinervia,100411022,Magnistipula multinervia Burgt,Species,222840,202739,CR,D,2015,NA,4,100,100,25/03/2011,"Cheek, M. & Prance, G.","Onana, J.-M.",Unknown
3761,Magnistipula tessmannii,7400341,Magnistipula tessmannii (Engl.) Prance,Species,7876,143656503,LC,NA,2019,260746.22,152.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Timberlake, J.R.",Stable
3763,Magnistipula zenkeri,7400342,Magnistipula zenkeri Engl.,Species,7877,173412210,LC,,2022,1804956,144,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
3764,Majidea fosteri,50091053,Majidea fosteri (Sprague) Radlk.,Species,91224,,,,,,,,,,,,
3767,Mallotus subulatus,12804224,Mallotus subulatus Müll. Arg.,Species,108101,153036491,LC,NA,2020,2082943.90,180.00,240,20,12/06/2018,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"van Welzen, P.C.",Stable
3772,Malouetia bequaertiana,1805324,Malouetia bequaertiana Woodson,Species,71501,,,,,,,,,,,,
3774,Malouetia mildbraedii,1805827,Malouetia mildbraedii (Gilg & Stapf) Van der Ploeg,Species,71504,204814083,LC,,2022,2016906,128,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
3775,Mammea africana,7801179,Mammea africana Sabine,Species,8148,61987898,LC,NA,2020,3504920,NA,NA,NA,07/11/2019,"Hills, R.","Onana, J.-M. & van der Burgt, X.",Unknown
3778,Manilkara bequaertii,50103377,Manilkara bequaertii (De Wild.) H.J. Lam,Species,91284,138013597,VU,B2ab(iii),2021,120291,40,880,300,31/05/2019,"Fischer, E., Simo-Droissart, M. & Tack, W.","StÈvart, T. & Gereau, R.E.",Decreasing
3779,Manilkara dawei,28701174,Manilkara dawei (Stapf) Chiov.,Species,91288,,,,,,,,,,,,
3780,Manilkara fouilloyana,28701399,Manilkara fouilloyana Aubrév. & Pellegr.,Species,91294,,,,,,,,,,,,
3782,Manilkara letestui,50303965,,Species,91297,,,,,,,,,,,,
3822,Manilkara microphylla,50303973,Manilkara microphylla Aubrév. & Pellegr.,Species,91300,174449054,EN,"B2ab(i,ii,iii,iv,v)",2021,87141,28,1000,200,05/03/2021,"Barber·, P., Ikabanga, D.U., Lachenaud, O., Texier, N., Bidault, E., Paradis, A.-H., Bouka, D.U.G., Simo-Droissart, M. & StÈvart, T.","Hills, R.",Decreasing
3823,Manilkara obovata,28701129,Manilkara obovata (Sabine & G. Don) J.H. Hemsl.,Species,91307,142332116,LC,NA,2020,9323444.49,1768.00,1300,1100,12/06/2018,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Timberlake, J.R.",Stable
3825,Manilkara zenkeri,28701163,Manilkara zenkeri Lecomte ex Aubrév. & Pellegr.,Species,91331,110088026,EN,"B2ab(ii,iii)",2021,8225,16,1650,1000,09/11/2020,"Lovell, R. & Cheek, M.","Onana, J.-M.",Unknown
3826,Maprounea africana,12803117,Maprounea africana Müll. Arg.,Species,,,,,,,,,,,,,
3828,Maprounea membranacea,12804227,Maprounea membranacea Pax & K. Hoffm.,Species,105424,143712194,LC,NA,2019,1699181.20,304.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Timberlake, J.R.",Stable
3829,Maranthes aubrevillei,7400201,Maranthes aubrevillei (Pellegr.) Prance,Species,7991,173412557,LC,,2022,1277044,248,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
3851,Maranthes chrysophylla,7400202,Maranthes chrysophylla (Oliv.) Prance,Species,177487,173412359,LC,NA,2021,2153991,NA,1400,10,03/02/2021,"Paradis, A.-H. & StÈvart, T.","Barber·, P., Texier, N., Ikabanga, D.U. & Bouka, D.U.G.",Unknown
3852,Maranthes gabunensis,7400203,Maranthes gabunensis (Engl.) Prance,Species,7994,143656529,LC,NA,2019,571888.36,212.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Timberlake, J.R.",Stable
3853,Maranthes glabra,7400204,Maranthes glabra (Oliv.) Prance,Species,7995,136102735,LC,NA,2018,5023868.08,532.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Vroh, B.",Stable
3854,Maranthes sanagensis,7400208,Maranthes sanagensis F. White,Species,8000,202740,VU,B2ab(iii),2015,51851,32,517,300,09/07/2015,"Cheek, M. & Prance, G.","Onana, J.-M.",Decreasing
3855,Mareya brevipes,12804229,Mareya brevipes Pax,Species,108112,,,,,,,,,,,,
3857,Mareya micrantha,12804231,Mareya micrantha (Benth.) Müll. Arg.,Species,108117,136113039,LC,NA,2018,3636057.18,716.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Vroh, B.",Stable
3858,Mareyopsis longifolia,12804233,Mareyopsis longifolia (Pax) Pax & K. Hoffm.,Species,108126,204798493,LC,,2022,1284138,680,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
3859,Mareyopsis oligogyna,50149282,Mareyopsis oligogyna Breteler,Species,108127,204812516,LC,,2022,94673,80,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
3861,Margaritaria discoidea,12802866,Margaritaria discoidea (Baill.) G.L. Webster,Species,174116,146201960,LC,NA,2021,15546784.44,2552.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Smith, P.",Stable
3862,Markhamia tomentosa,3701366,Markhamia tomentosa (Benth.) K. Schum. ex Engl.,Species,48346,204679009,LC,,2022,18859543,1188,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
3873,Martretia quadricornis,12806033,Martretia quadricornis Beille,Species,108128,204812254,LC,,2022,4326617,312,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
3892,Massularia acuminata,27904455,Massularia acuminata (G. Don) Bullock ex Hoyle,Species,89008,136111116,LC,NA,2018,3703128.59,1660.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Vroh, B.",Stable
6723,Maytenus acuminata,6600397,Maytenus acuminata (L. f.) Loes.,Species,,146196632,LC,NA,2019,8858665.67,1268.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Smith, P.",Stable
8126,Maytenus undata,6600448,Maytenus undata (Thunb.) Blakelock,Species,,146223592,LC,NA,2019,3484620.61,980.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Smith, P.",Stable
3899,Meiocarpidium oliverianum,100473390,Meiocarpidium oliverianum (Baill.) D.M. Johnson & N.A. Murray,Species,238687,,,,,,,,,,,,
3900,Memecylon alipes,100448844,Memecylon alipes R.D. Stone,Species,233908,202781,EN,B2ab(iii),2015,NA,8,960,630,25/03/2011,"Cheek, M.","Onana, J.-M.",Decreasing
3904,Memecylon biokoense,100486266,Memecylon biokoense R.D. Stone,Species,233905,174400098,EN,B1ab(iii)+2ab(iii),2021,975,12,750,30,17/06/2020,"Paradis, A.-H. & StÈvart, T.","Barber·, P., Lachenaud, O., Bidault, E., Texier, N., Ikabanga, D.U., Andriamahefarivo, L. & Simo-Droissart, M.",Unknown
3908,Memecylon breteleranum,50059540,,Species,,,,,,,,,,,,,
3909,Memecylon collinum,20303187,Memecylon collinum Jacq.-Fél.,Species,18861,204804888,LC,,2022,167059,84,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
3911,Memecylon diluviorum,20303188,Memecylon diluviorum Exell,Species,18864,204811370,LC,,2022,110858,76,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
3912,Memecylon klaineanum,20303193,Memecylon klaineanum Jacq.-Fél.,Species,18873,204812192,LC,,2022,236240,192,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
3913,Memecylon mouririoides,20303199,Memecylon mouririoides Jacq.-Fél.,Species,18881,174400103,EN,B2ab(iii),2021,NA,8,300,200,05/06/2020,"Paradis, A.-H., Texier, N. & StÈvart, T.","Hills, R.",Unknown
3935,Memecylon myrianthum,20303200,Memecylon myrianthum Gilg,Species,18882,,,,,,,,,,,,
3953,Memecylon occultum,50059517,Memecylon occultum Jacq.-Fél.,Species,18887,174400107,NT,NA,2021,1435433,44,800,30,23/07/2020,"Paradis, A.-H. & StÈvart, T.","Hills, R.",Decreasing
3954,Memecylon oubanguianum,50059536,Memecylon oubanguianum Jacq.-Fél.,Species,18888,,,,,,,,,,,,
3955,Memecylon salicifolium,20303203,Memecylon salicifolium Jacq.-Fél.,Species,31735,174400111,EN,B2ab(iii),2021,30441,20,600,400,19/05/2020,"Paradis, A.-H., Ikabanga, D.U., Bidault, E., Texier, N. & StÈvart, T.","Hills, R.",Unknown
3956,Microberlinia brazzavillensis,13052090,Microberlinia brazzavillensis A. Chev.,Species,71002,33184,VU,A1c,1998,NA,NA,NA,NA,01/01/1998,World Conservation Monitoring Centre,0,NA
3958,Microdesmis afrodecandra,23800002,"Microdesmis afrodecandra Floret, Louis, & Reitsma",Species,11960,204671282,LC,,2022,86151,152,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
3972,Microdesmis camerunensis,23800004,Microdesmis camerunensis J. Léonard,Species,11961,204671317,LC,,2022,1014379,156,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
3973,Microdesmis haumaniana,23800006,Microdesmis haumaniana J. Léonard,Species,11962,204671332,LC,,2022,380805,96,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
3984,Microdesmis klainei,23800009,Microdesmis klainei J. Léonard,Species,11965,204671347,LC,,2022,191539,152,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
3989,Microdesmis puberula,23800005,Microdesmis puberula Hook. f. ex Planch.,Species,11970,156098422,LC,NA,2020,2987214.07,1156.00,NA,NA,12/06/2018,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Cheek, M. & van der Burgt, X.",Stable
3995,Mildbraediodendron excelsum,13051940,Mildbraediodendron excelsum Harms,Species,71004,62026445,LC,NA,2019,1022499,NA,NA,NA,18/04/2019,"Hills, R.","Onana, J.-M.",Unknown
4001,Milicia excelsa,21301645,Milicia excelsa (Welw.) C.C. Berg,Species,24632,33903,LR/nt,NA,1998,NA,NA,NA,NA,01/01/1998,World Conservation Monitoring Centre,0,NA
4005,Millettia drastica,13035910,Millettia drastica Welw. ex Baker,Species,69610,144314138,LC,NA,2019,2748926.68,136.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Oldfield, S.",Stable
4009,Millettia griffoniana,13035919,Millettia griffoniana Baill.,Species,69622,144289719,LC,NA,2020,3004068.27,628.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Oldfield, S.",Stable
4010,Millettia laurentii,13060065,Millettia laurentii De Wild.,Species,69634,33219,EN,A1cd,1998,NA,NA,NA,NA,01/01/1998,"African Regional Workshop (Conservation & Sustainable Management of Trees, Zimbabwe, July 1996)",0,NA
4016,Millettia mannii,13035931,Millettia mannii Baker,Species,69644,144301972,LC,NA,2019,348824.91,316.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Oldfield, S.",Stable
6726,Millettia sanagana,13060043,Millettia sanagana Harms,Species,69658,144302225,LC,NA,2019,2208146.59,172.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Oldfield, S.",Stable
4026,Millettia thonningii,13035960,Millettia thonningii (Schumach. & Thonn.) Baker,Species,69669,144301228,LC,NA,2019,1420216.55,1188.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Oldfield, S.",Stable
